Unnamed: 0,price,artist,title,yearCreation,signed,condition,period,movement,image_path
707,800.0,Cinda Sparling,"Untitled, 1988",1988.0,Signed and inscribed lower right recto in pencil.,This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Post-War,Abstract,images/auction_images/707.jpg
709,1275.0,George T. Grant,Fall I,2008.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/709.jpg
710,1500.0,Max Miller,Untitled NBR 60,1987.0,[nan],This work is in good condition.Artwork not inspected out of frame.Wear to frame in areas.Pinholes to corners of artwork.,Post-War,Abstract,images/auction_images/710.jpg
711,800.0,Paul Henry Ramirez,Juicy Little Passion #4,2005.0,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Contemporary,Abstract,images/auction_images/711.jpg
712,680.0,Ford Crull,Relic Series #3,1990.0,Ford 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/712.jpg
713,1500.0,Dan Walsh,Viewing Suite III,2008.0,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/713.jpg
714,680.0,Robert Kushner,Reclining Man 18,1987.0,Signed Robert Kushner center right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Contemporary,Abstract,images/auction_images/714.jpg
715,800.0,Bruce Porter,Flute Like Voices III,1987.0,"Signed and dated in pencil, Bruce Porter, 1981",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,images/auction_images/715.jpg
717,680.0,Steven Barbash,Four Tulips,1982.0,"Signed, dated and numbered on bottom.",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism,images/auction_images/717.jpg
718,1275.0,Stuart Nielsen,Untitled,1976.0,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract,images/auction_images/718.jpg
721,1275.0,William Zehngut,Still Life With Blue Vase,1979.0,Signed on lower left.,Not examined outside of frame.No obvious signs of wear.,Contemporary,Realism,images/auction_images/721.jpg
722,1275.0,Christopher Beane,Marble Painting 114,2012.0,Artist signature on back.,No obvious signs of wear.,Contemporary,Abstract,images/auction_images/722.jpg
724,1275.0,Frances Barth,Untitled Drawing Nbr 201,1976.0,[nan],Art has no obvious signs of wear.,Contemporary,Geometric Abstraction,images/auction_images/724.jpg
727,1275.0,Solien T.L.,Untitled,1990.0,Signed and dated on bottom right.,No obvious signs of wear.Not examined out of frame.,Contemporary,Organic/Biomorphic Abstraction,images/auction_images/727.jpg
728,680.0,Mary Jo Vath,Sunflower,1990.0,Signed and numbered in pencil to verso,Not examined out of frame.Edge wear to frame.,Contemporary,Realism,images/auction_images/728.jpg
729,680.0,Ed Albers,Disection Series,1989.0,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Organic/Biomorphic Abstraction,images/auction_images/729.jpg
730,680.0,DON NICE,Radish,1972.0,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Realism,images/auction_images/730.jpg
731,680.0,John Newman,Red Through And Through,2010.0,Signed and dated on lower right.,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Contemporary,Abstract,images/auction_images/731.jpg
732,680.0,Jane Goldman,Window Reflection,2008.0,"Titled, signed and numbered in pencil recto ",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism,images/auction_images/732.jpg
733,1275.0,T. L. Solien,Blue Stem Land,1986.0,[nan],Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,Contemporary,Abstract,images/auction_images/733.jpg
734,1275.0,Laura Newman,Blue And Orange,1987.0,[nan],Not examined out of frame.A few minor marks to frame.,Contemporary,Abstract,images/auction_images/734.jpg
735,1275.0,Christopher Beane,Marble Painting 16,2012.0,[nan],No obvious signs of wear.,Contemporary,Abstract,images/auction_images/735.jpg
736,680.0,Stuart Allen,Untitled (Still Life),1983.0,Signed illegibly on lower right,Not examined outside of frame.No obvious signs of wear.,Post-War,Realism,images/auction_images/736.jpg
737,1275.0,Jon Groom,Untitled,1985.0,Signed and dated lower right.,Area of wear to frame at top center.Art shows no obvious signs of wear.,Contemporary,Geometric Abstraction,images/auction_images/737.jpg
739,680.0,Jackie Battenfield,One Thousand Thoughts (Noon),2001.0,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism,images/auction_images/739.jpg
740,680.0,Robert Janz,North Field CPP10,2007.0,"Signed, dated and titled in pencil to verso",Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,Contemporary,Organic/Biomorphic Abstraction,images/auction_images/740.jpg
742,680.0,Yasuyuki Shibata,Satsuma,2011.0,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction,images/auction_images/742.jpg
743,680.0,Carolyn Brady,"Green Lamp, Red Table",1985.0,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Realism,images/auction_images/743.jpg
744,1275.0,Pietro Consagra,Diasporo,1973.0,Artist signature lower right.,No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/744.jpg
745,680.0,Jane Kent,Untitled Xiv,1989.0,[nan],Not examined out of frame.No obvious signs of imperfection.,Contemporary,Organic/Biomorphic Abstraction,images/auction_images/745.jpg
746,680.0,Jane Kent,"Untitled, A Study For Skating",2008.0,[nan],Not examined out of frame.Mark to frame.,Contemporary,Abstract,images/auction_images/746.jpg
747,1275.0,Marischa Burckhardt,Cut Squares,1978.0,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction,images/auction_images/747.jpg
748,680.0,Ian Hamilton Finlay,Sea Poppy,1968.0,[nan],Not examined out of frame.Scratches throughout plexiglas.,Contemporary,Abstract,images/auction_images/748.jpg
749,680.0,Jane Kent,Miracle Grow #17,2012.0,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract,images/auction_images/749.jpg
750,1275.0,Gary Bower,Rolph Series,1970.0,[nan],Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,Contemporary,Geometric Abstraction,images/auction_images/750.jpg
751,680.0,Jane Kent,Untitled,2012.0,[nan],Not examined out of frame.No apparent imperfections.,Contemporary,Geometric Abstraction,images/auction_images/751.jpg
752,1275.0,T. L. Solien,Juniper,1986.0,[nan],Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,Contemporary,Abstract,images/auction_images/752.jpg
753,680.0,John Duff,Untitled Print,1975.0,"Signed, dated and numbered in pencil.",Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,Modern,Geometric Abstraction,images/auction_images/753.jpg
